book,index,sentence,flesch,syllables,words,sentence_clean
Book1,231,i ve written them letter letter repeated professor mcgonagall faintly sitting back down on the wall ,-65.82,34,11,written them letter letter repeated professor mcgonagall faintly sitting back wall
Book1,232, really dumbledore you think you can explain all this in letter ,-66.16,22,7,really dumbledore think you explain this letter
Book1,233,these people will never understand him ,-106.41,11,3,people never understand
Book1,234,he ll be famous legend wouldn be surprised if today was known as harry potter day in the future there will be books written about harry every child in our world will know his name exactly said dumbledore looking very seriously over the top of his half moon glasses ,-68.95,87,30,famous legend be surprised today known harry potter day future books written about harry every child in world know name exactly said dumbledore looking seriously top his half moon glasses
Book1,235, it would be enough to turn any boy head ,-35.12,14,5,would enough turn boy head
Book1,236,famous before he can walk and talk ,-8.72,10,4,famous can walk talk
Book1,237,famous for something he won even remember ,-114.47,15,4,famous something even remember
Book1,238,can you see how much better off he ll be growing up away from all that until he ready to take it professor mcgonagall opened her mouth changed her mind swallowed and then said yes yes you re right of course ,-52.04,69,25,can see much better be growing away from ready take professor mcgonagall opened her mouth changed mind swallowed and then said yes yes right course
Book1,239,but how is the boy getting here dumbledore she eyed his cloak suddenly as though she thought he might be hiding harry underneath it ,-55.13,41,14,boy getting dumbledore she eyed his cloak suddenly though thought might hiding harry underneath
Book1,240, hagrid bringing him you think it wise to trust hagrid with something as important as this would trust hagrid with my life said dumbledore ,-67.83,46,15,hagrid bringing you think wise trust hagrid something important would trust hagrid life said dumbledore
Book1,241, m not saying his heart isn in the right place said professor mcgonagall grudgingly but you can pretend he not careless ,-55.13,41,14,not saying heart right place said professor mcgonagall grudgingly you can pretend he careless
Book1,242,he does tend to what was that low rumbling sound had broken the silence around them ,-54.07,21,7,tend low rumbling sound broken silence around
Book1,243,it grew steadily louder as they looked up and down the street for some sign of headlight it swelled to roar as they both looked up at the sky and huge motorcycle fell out of the air and landed on the road in front of them ,-46.17,72,27,grew steadily louder looked and the street sign headlight swelled to roar looked at the sky and huge motorcycle fell air landed on the road in front
Book1,244,if the motorcycle was huge it was nothing to the man sitting astride it ,-37.3,25,9,the motorcycle huge it nothing to man sitting astride
Book1,245,he was almost twice as tall as normal man and at least five times as wide ,-27.37,29,11,was almost twice as tall normal man least five times wide
Book1,246,he looked simply too big to be allowed and so wild long tangles of bushy black hair and beard hid most of his face he had hands the size of trash can lids and his feet in their leather boots were like baby dolphins ,-36.11,71,28,he looked simply big allowed wild long tangles bushy black hair and beard hid face he hands the size trash can lids feet leather boots like baby dolphins
Book1,247,in his vast muscular arms he was holding bundle of blankets ,-29.9,19,7,vast muscular arms holding bundle of blankets
Book1,248, hagrid said dumbledore sounding relieved ,-136.64,20,5,hagrid said dumbledore sounding relieved
Book1,249, at last ,36.62,2,1,last
Book1,250,and where did you get that motorcycle borrowed it professor dumbledore sir said the giant climbing carefully off the motorcycle as he spoke ,-73.78,50,16,you get motorcycle borrowed professor dumbledore sir said the giant climbing carefully off motorcycle as spoke
Book1,251, young sirius black lent it to me ,-18.2,13,5,young sirius black lent me
Book1,252,i ve got him sir no problems were there no sir house was almost destroyed but got him out all right before the muggles started swarmin around ,-45.27,42,15,got him sir problems were sir house almost destroyed got right muggles started swarmin around
Book1,253,he fell asleep as we was flyin over bristol dumbledore and professor mcgonagall bent forward over the bundle of blankets ,-66.2,37,12,fell asleep we flyin bristol dumbledore professor mcgonagall bent forward bundle blankets
Book1,254,inside just visible was baby boy fast asleep ,-53.05,18,6,inside visible baby boy fast asleep
Book1,255,under tuft of jet black hair over his forehead they could see curiously shaped cut like bolt of lightning ,-50.91,43,15,under tuft jet black hair forehead they could see curiously shaped cut like bolt lightning
Book1,256, is that where whispered professor mcgonagall ,-134.61,12,3,whispered professor mcgonagall
Book1,257, yes said dumbledore ,-78.21,10,3,yes said dumbledore
Book1,258, hell have that scar forever couldn you do something about it dumbledore even if could wouldn ,-57.11,30,10,hell have that scar forever do something dumbledore even could
Book1,259,scars can come in handy ,15.64,11,5,scars can come in handy
Book1,260,i have one myself above my left knee that is perfect map of the london underground ,-40.19,28,10,have one myself left knee that perfect map london underground
Book1,261,well give him here hagrid we better get this over with dumbledore took harry in his arms and turned toward the dursleys house ,-45.27,42,15,well give him hagrid better get with dumbledore took harry arms turned toward dursleys house
Book1,262, could could say good bye to him sir asked hagrid ,-18.5,23,9,could could say good bye him sir asked hagrid
Book1,263,he bent his great shaggy head over harry and gave him what must have been very scratchy whiskery kiss ,-4.29,26,11,he bent great shaggy head harry gave must scratchy whiskery kiss
Book1,264,then suddenly hagrid let out howl like wounded dog ,-29.9,19,7,suddenly hagrid let howl like wounded dog
Book1,265, shhh hissed professor mcgonagall you ll wake the muggles s sorry sobbed hagrid taking out large spotted handkerchief and burying his face in it ,-63.2,48,16,shhh hissed professor mcgonagall wake muggles sorry sobbed hagrid taking large spotted handkerchief burying face it
Book1,266, but c can stand it lily an james dead an poor little harry off ter live with muggles yes yes it all very sad but get grip on yourself hagrid or we ll be found professor mcgonagall whispered patting hagrid gingerly on the arm as dumbledore stepped over the low garden wall and walked to the front door ,-55.84,105,40,but c stand lily an james dead poor little harry ter live muggles yes yes sad but get grip yourself hagrid or we found professor mcgonagall whispered patting hagrid gingerly arm dumbledore stepped low garden wall and walked front door
Book1,267,he laid harry gently on the doorstep took letter out of his cloak tucked it inside harry blankets and then came back to the other two ,-36.77,43,16,laid harry gently the doorstep took letter cloak tucked inside harry blankets and came back two
Book1,268,for full minute the three of them stood and looked at the little bundle hagrid shoulders shook professor mcgonagall blinked furiously and the twinkling light that usually shone from dumbledore eyes seemed to have gone out ,-92.64,81,25,for full minute the three them stood looked little bundle hagrid shoulders shook professor mcgonagall blinked furiously twinkling light usually shone dumbledore eyes seemed gone
Book1,269, well said dumbledore finally that that ,-72.17,13,4,well said dumbledore finally
Book1,270,we ve no business staying here ,-35.12,14,5,we ve business staying here
